# hindsight — drug-event pairs over one FAERS partition
# partition: 2025q1/0001-of-0028
# export_date: 2026-08-10
# min_count: 3
# crowding_cut: 27 distinct drugs (the 0.99 quantile of this partition)
# Read with comment='#'. Counts are distinct reports.
"drug","event","a","b","c","d","prr","chi2","signal","crowding","crowded"
"DICLOFENAC","Pneumonia","7","53","258","11682","5.399","20.772","1","73.0","1"
"CALCIUM","Hepatic enzyme increased","4","140","61","11795","5.399","9.653","1","69.5","1"
"INFLUENZA VIRUS VACCINE","Nausea","3","12","444","11541","5.399","7.014","1","14.0","0"
"MIRENA","Nausea","3","12","444","11541","5.399","7.014","1","9.0","0"
"POLYETHYLENE GLYCOL 3350\POTASSIUM CHLORIDE\SODIUM BICARBONATE\SODIUM","Nausea","3","12","444","11541","5.399","7.014","1","60.0","1"
"XELJANZ XR","Gait disturbance","6","106","118","11770","5.397","16.62","1","4.0","0"
"BENADRYL","Headache","12","58","379","11551","5.396","38.745","1","10.0","0"
"ZINC","Fatigue","11","33","554","11402","5.395","36.116","1","16.0","0"
"METFORMIN HYDROCHLORIDE","Confusional state","6","107","117","11770","5.395","16.6","1","70.0","1"
"TYLENOL","Pain in extremity","12","143","170","11675","5.394","36.629","1","15.5","0"
"CARBOPLATIN","Colitis","3","202","32","11763","5.394","6.174","1","3.0","0"
"CARBOPLATIN","Neutrophil count decreased","3","202","32","11763","5.394","6.174","1","2.0","0"
"RUXOLITINIB","Pneumonia","4","30","261","11705","5.394","10.323","1","8.5","0"
"BEVACIZUMAB","Hypertension","5","65","158","11772","5.393","13.509","1","16.0","0"
"MONTELUKAST SODIUM","Pyrexia","7","56","246","11691","5.392","20.679","1","35.0","1"
"VEDOLIZUMAB","Blood pressure increased","7","127","115","11751","5.39","19.795","1","3.0","0"
"IBUPROFEN","Hypersensitivity","10","213","98","11679","5.389","28.763","1","45.5","1"
"RITUXIMAB","Muscle spasms","12","220","113","11655","5.387","35.18","1","68.5","1"
"CALCIUM","Abdominal discomfort","7","137","107","11749","5.386","19.673","1","67.0","1"
"NAPROXEN SODIUM","Pruritus","5","23","397","11575","5.385","14.028","1","65.0","1"
"SULFASALAZINE","Anxiety","6","77","160","11757","5.384","16.842","1","47.0","1"
"FOLIC ACID","Pain in extremity","20","249","162","11569","5.384","60.537","1","28.5","1"
"SULFAMETHOXAZOLE","Headache","4","19","387","11590","5.382","10.456","1","59.0","1"
"VOLTAREN","Headache","4","19","387","11590","5.382","10.456","1","44.5","1"
"CALCIUM","Hypertension","10","134","153","11703","5.381","29.855","1","57.5","1"
"TAMOXIFEN","Dyspnoea","3","14","393","11590","5.381","6.94","1","9.0","0"
"METFORMIN","Nephrolithiasis","3","216","30","11751","5.379","6.108","1","10.0","0"
"DICLOFENAC","Drug interaction","3","57","111","11829","5.378","6.631","1","8.0","0"
"METOPROLOL TARTRATE","Abdominal discomfort","3","57","111","11829","5.378","6.631","1","9.0","0"
"VENLAFAXINE","Drug interaction","3","57","111","11829","5.378","6.631","1","6.0","0"
"FISH OIL","Blood pressure increased","3","53","119","11825","5.377","6.645","1","23.0","0"
"LISINOPRIL","Completed suicide","8","183","92","11717","5.376","22.474","1","4.0","0"
"PANTOPRAZOLE SODIUM","Paraesthesia","5","146","73","11776","5.375","12.857","1","52.0","1"
"PANTOPRAZOLE","Contusion","6","203","63","11728","5.373","15.736","1","47.0","1"
"MORPHINE SULFATE","Abdominal pain","4","53","156","11787","5.372","10.06","1","70.0","1"
"METHOTREXATE SODIUM","Depression","3","54","117","11826","5.372","6.632","1","73.0","1"
"LEVOTHYROXINE SODIUM","Pain in extremity","11","131","171","11687","5.372","33.237","1","16.0","0"
"CETIRIZINE","Back pain","5","70","148","11777","5.372","13.386","1","52.0","1"
"CALCIUM CARBONATE","Infection","3","65","98","11834","5.372","6.585","1","43.0","1"
"PIPERACILLIN SODIUM\TAZOBACTAM SODIUM","Rash","6","34","334","11626","5.371","17.373","1","17.5","0"
"ACETAMINOPHEN","Syncope","10","488","43","11459","5.371","25.393","1","13.5","0"
"MAGNESIUM OXIDE","Pain in extremity","4","46","178","11772","5.371","10.107","1","37.5","1"
"TOCILIZUMAB","Pain in extremity","4","46","178","11772","5.371","10.107","1","60.5","1"
"PAROXETINE","Anxiety","3","38","163","11796","5.368","6.702","1","14.0","0"
"ELIQUIS","Hallucination","4","196","44","11756","5.364","9.304","1","14.0","0"
"ELIQUIS","Pleural effusion","3","197","33","11767","5.364","6.137","1","18.0","0"
"NORVASC","Dizziness","4","28","279","11689","5.362","10.256","1","13.5","0"
"ANASTROZOLE","Malaise","3","22","268","11707","5.362","6.802","1","21.0","0"
"MEPOLIZUMAB","Malaise","3","22","268","11707","5.362","6.802","1","3.0","0"
"WELLBUTRIN","Malaise","3","22","268","11707","5.362","6.802","1","46.0","1"
"VITAMIN D3","Irritable bowel syndrome","4","278","31","11687","5.362","8.952","1","58.0","1"
"ACETAMINOPHEN","Muscular weakness","13","485","56","11446","5.362","34.029","1","58.0","1"
"REMICADE","Asthma","4","61","137","11798","5.361","9.974","1","62.0","1"
"CALCIUM CITRATE","Vomiting","4","25","308","11663","5.361","10.293","1","72.5","1"
"PANTOPRAZOLE SODIUM","Headache","25","126","366","11483","5.36","81.571","1","31.0","1"
"METRONIDAZOLE","Erythema","5","65","159","11771","5.359","13.384","1","31.0","1"
"PANTOPRAZOLE SODIUM","Pain","20","131","293","11556","5.356","63.935","1","47.5","1"
"MIRTAZAPINE","Toxicity to various agents","8","103","160","11729","5.355","23.289","1","12.0","0"
"CLONAZEPAM","Contusion","3","98","66","11833","5.355","6.434","1","14.0","0"
"CLONAZEPAM","Hyperhidrosis","3","98","66","11833","5.355","6.434","1","14.0","0"
"REPATHA","Ill-defined disorder","3","176","37","11784","5.355","6.184","1","1.0","0"
"CALCIUM CARBONATE\CHOLECALCIFEROL","Malaise","5","37","266","11692","5.352","13.653","1","75.0","1"
"LORAZEPAM","Drug interaction","5","97","109","11789","5.351","13.102","1","8.0","0"
"ALBUTEROL","Nasal congestion","4","139","62","11795","5.349","9.527","1","11.0","0"
"SINGULAIR","Myalgia","3","66","97","11834","5.348","6.536","1","10.0","0"
"VITAMIN B COMPLEX","Headache","5","24","386","11585","5.347","13.859","1","14.0","0"
"SPIRONOLACTONE","Hypokalaemia","3","159","41","11797","5.347","6.222","1","11.0","0"
"TOFACITINIB","Dizziness","3","21","280","11696","5.346","6.782","1","67.0","1"
"CALCIUM","Insomnia","10","134","154","11702","5.346","29.581","1","15.5","0"
"COENZYME Q10","Cough","4","33","242","11721","5.344","10.147","1","20.5","0"
"CYMBALTA","Cough","4","33","242","11721","5.344","10.147","1","36.5","1"
"ACTEMRA","Diarrhoea","11","42","464","11483","5.344","35.192","1","73.0","1"
"CALCIUM CITRATE","Pain","4","25","309","11662","5.344","10.242","1","75.0","1"
"VITAMIN B COMPLEX","Pain","4","25","309","11662","5.344","10.242","1","12.0","0"
"UNSPECIFIED INGREDIENT","Peripheral swelling","3","49","129","11819","5.343","6.599","1","48.0","1"
"ESCITALOPRAM","Intentional overdose","3","85","76","11836","5.343","6.457","1","3.0","0"
"LAMOTRIGINE","Intentional overdose","3","85","76","11836","5.343","6.457","1","4.0","0"
"OMEPRAZOLE","Pollakiuria","3","283","23","11691","5.342","5.858","1","29.0","1"
"TADALAFIL","Back pain","4","56","149","11791","5.342","9.954","1","17.5","0"
"ASPIRIN","Transient ischaemic attack","4","451","19","11526","5.342","8.247","1","21.5","0"
"FERROUS SULFATE","Hypotension","3","52","122","11823","5.341","6.58","1","17.0","0"
"QUETIAPINE FUMARATE","Hypotension","3","52","122","11823","5.341","6.58","1","21.0","0"
"NITROFURANTOIN","Fatigue","4","12","561","11423","5.34","10.523","1","43.0","1"
"RANITIDINE HYDROCHLORIDE","Fatigue","4","12","561","11423","5.34","10.523","1","56.0","1"
"LOPERAMIDE","Pyrexia","4","32","249","11715","5.339","10.142","1","26.0","0"
"EVENITY","Hypertension","3","39","160","11798","5.338","6.639","1","1.0","0"
"HUMAN IMMUNOGLOBULIN G","Infection","4","88","97","11811","5.338","9.751","1","24.5","0"
"DIPHENHYDRAMINE","Chest discomfort","3","94","69","11834","5.335","6.411","1","29.0","1"
"PREGABALIN","Swelling","4","125","69","11802","5.335","9.555","1","33.0","1"
"OLANZAPINE","Completed suicide","4","89","96","11811","5.335","9.737","1","8.5","0"
"OLANZAPINE","Drug abuse","3","90","72","11835","5.335","6.424","1","4.0","0"
"MAGNESIUM","Pain","16","104","297","11583","5.333","50.704","1","23.0","0"
"PREDNISONE","Paraesthesia oral","4","762","11","11223","5.333","7.221","1","61.5","1"
"PREDNISONE","Pharyngitis streptococcal","4","762","11","11223","5.333","7.221","1","10.5","0"
"PREDNISONE","Sciatica","4","762","11","11223","5.333","7.221","1","59.0","1"
"PREDNISONE","Sinus congestion","4","762","11","11223","5.333","7.221","1","33.5","1"
"PREDNISONE","Ulcer","4","762","11","11223","5.333","7.221","1","28.5","1"
"BELIMUMAB","Fatigue","3","9","562","11426","5.333","6.961","1","4.0","0"
"CALCIUM GLUCONATE","Fatigue","3","9","562","11426","5.333","6.961","1","75.0","1"
"PFIZER-BIONTECH COVID-19 VACCINE","Fatigue","3","9","562","11426","5.333","6.961","1","33.0","1"
"FOSAMAX","Pruritus","6","28","396","11570","5.332","17.325","1","71.5","1"
"OTEZLA","Pruritus","6","28","396","11570","5.332","17.325","1","71.5","1"
"FISH OIL","Confusional state","3","53","120","11824","5.332","6.56","1","67.0","1"
"ONDANSETRON","Stomatitis","3","142","46","11809","5.332","6.249","1","10.0","0"
"ACETAMINOPHEN","Gastrooesophageal reflux disease","12","486","52","11450","5.33","30.889","1","70.0","1"
"ACETAMINOPHEN","Amnesia","6","492","26","11476","5.33","13.711","1","47.0","1"
"ACETAMINOPHEN","Delirium","6","492","26","11476","5.33","13.711","1","47.0","1"
"ACETAMINOPHEN","Acute hepatic failure","3","495","13","11489","5.33","5.304","1","1.0","0"
"ACETAMINOPHEN","Lymphadenopathy","3","495","13","11489","5.33","5.304","1","18.0","0"
"SULFASALAZINE","Diarrhoea","17","66","458","11459","5.329","55.728","1","67.0","1"
"NAPROXEN","Diarrhoea","16","62","459","11463","5.328","52.298","1","60.5","1"
"BISOPROLOL","Hepatic enzyme increased","3","105","62","11830","5.328","6.36","1","16.0","0"
"VITAMIN D3","Bronchitis","5","277","39","11679","5.327","11.942","1","25.0","0"
"MELATONIN","Thrombocytopenia","3","76","85","11836","5.326","6.457","1","22.0","0"
"CANDESARTAN","Dyspnoea","13","63","383","11541","5.325","41.43","1","77.0","1"
"DIPHENHYDRAMINE HYDROCHLORIDE","Fatigue","14","43","551","11392","5.324","45.965","1","31.0","1"
"HYDROCORTISONE","Vomiting","14","91","298","11597","5.322","44.007","1","37.5","1"
"CIMZIA","Weight decreased","4","39","209","11748","5.322","10.026","1","70.5","1"
"LIDOCAINE","Illness","5","55","187","11753","5.321","13.333","1","25.0","0"
"LYRICA","Blood pressure increased","4","72","118","11806","5.318","9.788","1","40.5","1"
"FLUTICASONE PROPIONATE","Fall","6","60","204","11730","5.318","16.729","1","50.0","1"
"DOXYCYCLINE","Alopecia","3","63","102","11832","5.318","6.492","1","70.0","1"
"SIMPONI","Weight decreased","5","49","208","11738","5.318","13.382","1","68.0","1"
"AZITHROMYCIN","Sinusitis","3","80","81","11836","5.318","6.427","1","8.0","0"
"DILTIAZEM HYDROCHLORIDE","Dyspnoea","4","19","392","11585","5.314","10.256","1","48.5","1"
"CALCIUM","Nasal congestion","4","140","62","11794","5.312","9.423","1","9.0","0"
"HYDROCORTISONE","Arthritis","3","102","64","11831","5.31","6.338","1","48.0","1"
"HYDROCORTISONE","Rhinorrhoea","3","102","64","11831","5.31","6.338","1","18.0","0"
"TOFACITINIB","Diarrhoea","5","19","470","11506","5.309","13.84","1","67.0","1"
"AMLODIPINE BESYLATE","Alopecia","5","107","100","11788","5.307","12.875","1","33.0","1"
"AMLODIPINE BESYLATE","Skin exfoliation","4","108","80","11808","5.307","9.565","1","34.0","1"
"METHYLPREDNISOLONE","Swelling","5","159","68","11768","5.307","12.542","1","89.0","1"
"CALCIUM CARBONATE\CHOLECALCIFEROL","Insomnia","3","39","161","11797","5.305","6.575","1","73.0","1"
"SERTRALINE HYDROCHLORIDE","Erythema","3","39","161","11797","5.305","6.575","1","45.0","1"
"SERTRALINE HYDROCHLORIDE","Insomnia","3","39","161","11797","5.305","6.575","1","45.0","1"
"HYDROCORTISONE","Pain","14","91","299","11596","5.304","43.799","1","71.5","1"
"OXYCODONE","Pain","14","91","299","11596","5.304","43.799","1","48.5","1"
"ATORVASTATIN CALCIUM","Palpitations","3","96","68","11833","5.303","6.345","1","19.0","0"
"LORAZEPAM","Rheumatoid arthritis","4","98","88","11810","5.302","9.602","1","65.5","1"
"LORAZEPAM","Hyperhidrosis","3","99","66","11832","5.302","6.333","1","14.0","0"
"LEVOTHYROXINE SODIUM","Arthritis","4","138","63","11795","5.302","9.407","1","59.0","1"
"EPIPEN","Pruritus","3","14","399","11584","5.3","6.78","1","13.0","0"
"LISINOPRIL","Tinnitus","3","188","35","11774","5.299","6.053","1","9.0","0"
"KEYTRUDA","Blood pressure decreased","4","236","37","11723","5.297","8.968","1","2.5","0"
"QUETIAPINE FUMARATE","Toxicity to various agents","4","51","164","11781","5.297","9.862","1","11.0","0"
"TYLENOL","Hypersensitivity","7","148","101","11744","5.296","19.098","1","33.0","1"
"PREDNISONE","Sleep disorder","13","753","36","11198","5.296","30.12","1","73.0","1"
"METHOTREXATE","Contusion","11","404","58","11527","5.294","28.742","1","45.0","1"
"SINGULAIR","Infection","3","66","98","11833","5.293","6.434","1","54.0","1"
"ATORVASTATIN","Dyspepsia","10","324","66","11600","5.292","26.687","1","13.0","0"
"VITAMIN B12","Flushing","3","129","51","11817","5.289","6.212","1","22.0","0"
"CLOBETASOL PROPIONATE","Vomiting","3","19","309","11669","5.286","6.684","1","4.0","0"
"ZOLEDRONIC ACID","Vomiting","3","19","309","11669","5.286","6.684","1","11.0","0"
"HUMAN IMMUNOGLOBULIN G","Back pain","6","86","147","11761","5.283","16.293","1","40.0","1"
"DICLOFENAC SODIUM","Nausea","14","59","433","11494","5.283","44.667","1","61.0","1"
"MORPHINE SULFATE","Blood pressure increased","3","54","119","11824","5.282","6.461","1","58.0","1"
"METHOTREXATE","Bronchitis","7","408","37","11548","5.281","16.933","1","21.0","0"
"IBUPROFEN","Bradycardia","3","220","30","11747","5.281","5.931","1","6.0","0"
"CALCIUM CITRATE","Diarrhoea","6","23","469","11502","5.281","17.222","1","69.5","1"
"METHYLPREDNISOLONE","Dry mouth","3","161","41","11795","5.281","6.1","1","84.0","1"
"ZYRTEC","Migraine","3","95","69","11833","5.28","6.306","1","17.0","0"
"ALPRAZOLAM","Intentional overdose","4","116","75","11805","5.28","9.452","1","2.0","0"
"PREDNISONE","Osteoporosis","9","757","25","11209","5.28","19.775","1","6.0","0"
"PROGESTERONE","Rash","4","23","336","11637","5.279","10.086","1","31.5","1"
"FLUOXETINE HYDROCHLORIDE","Cough","3","25","243","11729","5.279","6.613","1","58.0","1"
"PROTONIX","Cough","3","25","243","11729","5.279","6.613","1","22.0","0"
"FENTANYL","Completed suicide","4","90","96","11810","5.277","9.576","1","3.5","0"
"FLUOROURACIL","Haemorrhage","4","90","96","11810","5.277","9.576","1","4.0","0"
"KEVZARA","Fall","4","40","206","11750","5.276","9.888","1","73.0","1"
"ELIQUIS","Death","27","173","302","11498","5.275","84.228","1","11.0","0"
"LYRICA","Confusional state","4","72","119","11805","5.274","9.664","1","59.0","1"
"LYRICA","Urinary tract infection","4","72","119","11805","5.274","9.664","1","12.5","0"
"CEPHALEXIN","Pneumonia","3","23","262","11712","5.273","6.62","1","12.0","0"
"TRAMADOL HCL","Pneumonia","3","23","262","11712","5.273","6.62","1","23.0","0"
"DIPHENHYDRAMINE HYDROCHLORIDE","Hypertension","4","53","159","11784","5.271","9.775","1","17.5","0"
"NAPROXEN","Overdose","3","75","87","11835","5.271","6.357","1","78.0","1"
"HYDROXYCHLOROQUINE","Decreased appetite","7","90","163","11740","5.27","19.553","1","75.0","1"
"OXYCODONE","Overdose","4","101","86","11809","5.269","9.497","1","14.5","0"
"LUMIGAN","Pain","3","19","310","11668","5.269","6.651","1","5.0","0"
"FISH OIL","Anxiety","4","52","162","11782","5.266","9.768","1","37.5","1"
"LUMRYZ","Vomiting","5","32","307","11656","5.266","13.401","1","4.0","0"
"SULFAMETHOXAZOLE\TRIMETHOPRIM","Vomiting","10","65","302","11623","5.265","30.201","1","66.5","1"
"OTEZLA","Diarrhoea","7","27","468","11498","5.264","20.611","1","48.0","1"
"METHOTREXATE","Drug hypersensitivity","23","392","122","11463","5.263","63.927","1","56.0","1"
"ACETAMINOPHEN","Memory impairment","18","480","79","11423","5.262","47.439","1","57.0","1"
"UNSPECIFIED INGREDIENT","Urticaria","3","49","131","11817","5.262","6.444","1","45.0","1"
"CISPLATIN","Febrile neutropenia","3","110","60","11827","5.26","6.219","1","8.0","0"
"METFORMIN HYDROCHLORIDE","Infusion related reaction","3","110","60","11827","5.26","6.219","1","84.0","1"
"LIPITOR","Asthenia","6","53","231","11710","5.257","16.532","1","25.0","0"
"MORPHINE","Influenza","4","55","154","11787","5.257","9.721","1","21.5","0"
"IRBESARTAN","Asthenia","5","44","232","11719","5.256","13.206","1","24.0","0"
"BIOTIN","Fall","3","30","207","11760","5.256","6.532","1","9.0","0"
"ORENCIA","Therapeutic response decreased","3","141","47","11809","5.255","6.115","1","56.0","1"
"XELJANZ","Abdominal pain","8","111","152","11729","5.255","22.56","1","46.5","1"
"ACYCLOVIR","Urinary tract infection","6","110","117","11767","5.254","15.947","1","15.5","0"
"PANTOPRAZOLE SODIUM","Malaise","17","134","254","11595","5.252","52.063","1","23.0","0"
"LEVOTHYROXINE","Liver disorder","3","255","26","11716","5.251","5.786","1","4.0","0"
"OMEPRAZOLE","Hypokalaemia","5","281","39","11675","5.251","11.679","1","7.0","0"
"QUETIAPINE","Contusion","3","100","66","11831","5.25","6.234","1","14.0","0"
"QUETIAPINE","Somnolence","5","98","110","11787","5.25","12.732","1","14.0","0"
"KEYTRUDA","Taste disorder","3","237","28","11732","5.25","5.832","1","4.0","0"
"VENTOLIN HFA","Death","3","18","326","11653","5.249","6.624","1","7.0","0"
"XOLAIR","Dyspnoea","7","34","389","11570","5.249","20.318","1","7.0","0"
"METHYLPREDNISOLONE","Blister","4","160","55","11781","5.249","9.168","1","78.5","1"
"CYCLOBENZAPRINE","Pain","5","32","308","11655","5.249","13.336","1","26.0","0"
"HYDROCORTISONE","Malaise","12","93","259","11636","5.249","36.273","1","71.5","1"
"KEVZARA","Diarrhoea","9","35","466","11490","5.248","27.406","1","73.0","1"
"TRAMADOL HYDROCHLORIDE","Diarrhoea","10","39","465","11486","5.245","30.811","1","71.5","1"
"AMITRIPTYLINE","Muscle spasms","3","53","122","11822","5.245","6.394","1","14.0","0"
"ELIGARD","Weight increased","3","42","152","11803","5.243","6.441","1","1.0","0"
"CELECOXIB","Peripheral swelling","3","50","129","11818","5.242","6.402","1","45.0","1"
"METOPROLOL SUCCINATE","Sepsis","3","93","71","11833","5.239","6.237","1","24.0","0"
"VENTOLIN","Pyrexia","5","41","248","11706","5.239","13.177","1","10.0","0"
"DAPAGLIFLOZIN","Insomnia","4","53","160","11783","5.238","9.682","1","9.5","0"
"DIPHENHYDRAMINE HYDROCHLORIDE","Erythema","4","53","160","11783","5.238","9.682","1","77.0","1"
